"","id","day","prompt","prompt_index","responded","positive_mood","negative_mood","phys_activity","with_others"
"40","1",7,4,40,1,63.6989615083958,37.7122380513291,53.7489213495553,1
"41","1",7,5,41,1,64.5099341235343,10.5905765773524,75.7176459298542,0
"42","1",7,6,42,1,33.2039184510644,30.7111147626247,77.5867552798887,1
"43","1",8,1,43,1,67.3415702211473,31.5474768888476,67.3195801802728,1
"44","1",8,2,44,1,53.3806075605229,15.1893808324743,0,0
"45","1",8,3,45,0,NA,NA,NA,NA
"46","1",8,4,46,1,61.4239621641405,30.4535532808839,40.8939810247115,0
"47","1",8,5,47,1,71.4419181092557,35.3337575498658,59.2775816397301,0
"48","1",8,6,48,1,74.8560744374872,27.3638128019661,82.1033731378734,0
"49","1",9,1,49,1,41.6679603921985,14.7650627960977,78.8383645568797,1
"50","1",9,2,50,1,50.8221732299846,18.1863634091987,83.1618690308671,0
"51","1",9,3,51,1,57.8310906083661,18.6519174551042,45.1195578243761,0
"52","1",9,4,52,1,56.8667417331191,33.6683384208408,88.5605128083914,0
"53","1",9,5,53,1,50.7340806429144,17.6212507317405,80.8514502378762,0
"54","1",9,6,54,0,NA,NA,NA,NA
"55","1",10,1,55,1,52.7339244163783,28.635021999689,49.2339243235813,1
"56","1",10,2,56,1,41.8928692383342,32.2099492097302,58.7663958508857,0
"57","1",10,3,57,0,NA,NA,NA,NA
"58","1",10,4,58,1,46.021908684386,31.6879101517845,71.0888982050658,0
"59","1",10,5,59,1,54.663179863517,23.5009903136051,76.7071609864344,1
"60","1",10,6,60,0,NA,NA,NA,NA
"61","1",11,1,61,1,51.1743491962745,14.4278192080279,66.499091255403,0
"62","1",11,2,62,1,51.5412636949678,45.6574819074121,0,1
"63","1",11,3,63,0,NA,NA,NA,NA
"64","1",11,4,64,1,64.6717485085762,24.849713927562,57.6183126938998,1
"65","1",11,5,65,1,53.2870425674609,31.2820314819535,0,0
"66","1",11,6,66,1,41.3597900235604,8.06353050969963,0,1
"67","1",12,1,67,1,68.644969917652,33.2017213584674,62.5521663165616,1
"68","1",12,2,68,1,38.8376265845865,26.6490275909925,80.6633689071041,0
"69","1",12,3,69,1,41.8848856858333,22.0865762592851,43.9574753402547,0
"70","1",12,4,70,1,46.7600547967146,28.2345123253309,80.9529387344985,0
"71","1",12,5,71,1,44.4067507127635,18.8800977509587,0,0
"72","1",12,6,72,1,45.2306220921796,0.99937182649094,41.0579699827814,1
"73","1",13,1,73,1,71.5209601790056,30.2886775836232,76.2036104171429,0
"74","1",13,2,74,1,54.8002616146247,19.0373640311098,43.647384118651,0
"75","1",13,3,75,1,47.4840613825877,38.9024646663212,0,0
"76","1",13,4,76,1,64.1351791842044,15.0133398996849,71.754447304339,0
"77","1",13,5,77,1,58.446116337475,30.4296634081628,0,1
"78","1",13,6,78,1,41.4333521224688,29.2163372549256,48.7905174559321,0
"79","1",14,1,79,1,49.3429313810609,23.1193007347586,0,1
"80","1",14,2,80,1,62.479304439413,12.1320712355229,0,1
"81","1",14,3,81,1,79.4782984026791,25.4668477424649,0,0
"82","1",14,4,82,0,NA,NA,NA,NA
"83","1",14,5,83,1,66.1279630933058,15.9557058788929,0,1
"84","1",14,6,84,1,55.9176768742587,16.3316900746551,49.8005231431872,0
"85","2",1,1,1,0,NA,NA,NA,NA
"86","2",1,2,2,1,47.7053741369905,8.7581621227067,23.4022388691886,1
"87","2",1,3,3,1,53.8906506370106,16.2837704268286,31.6984091061489,0
"88","2",1,4,4,1,62.3580970438187,11.2749607567368,0,0
"89","2",1,5,5,1,57.188338106248,28.8419883858637,33.6587995621711,1
"90","2",1,6,6,1,57.1753616562691,29.9040114148961,65.1109036900922,1
"91","2",2,1,7,0,NA,NA,NA,NA
"92","2",2,2,8,1,61.1274278141363,17.4542306245003,64.5282949033858,0
"93","2",2,3,9,0,NA,NA,NA,NA
"94","2",2,4,10,1,51.3334041656113,29.9154790723324,56.2715501117825,0
"95","2",2,5,11,1,57.6195162475574,27.0575458480295,13.0898777002373,0
"96","2",2,6,12,0,NA,NA,NA,NA
"97","2",3,1,13,1,72.8938979502799,15.0236881810532,0,0
"98","2",3,2,14,1,53.0251846600914,22.7353886218738,35.9336309302319,0
"99","2",3,3,15,1,50.132987939444,18.2413735679997,43.2893635505342,0
"100","2",3,4,16,1,45.9994619420904,46.4405172519027,22.896107333552,0
"101","2",3,5,17,0,NA,NA,NA,NA
"102","2",3,6,18,1,41.1484091449076,25.7227484847879,40.3708022423041,1
"103","2",4,1,19,1,50.8507389539034,29.8644846786392,0,1
"104","2",4,2,20,1,60.2258123012502,2.47600210072099,44.7238146727264,0
"105","2",4,3,21,1,55.175749401452,31.2405407072365,42.7318141261993,1
"106","2",4,4,22,1,59.4851020291706,5.76525867043691,58.9645407920255,0
"107","2",4,5,23,0,NA,NA,NA,NA
"108","2",4,6,24,0,NA,NA,NA,NA
"109","2",5,1,25,1,36.0263006501406,18.2212606579062,20.3996942818919,0
"110","2",5,2,26,1,46.3699686386007,25.7835267068373,66.2827667013451,0
"111","2",5,3,27,1,70.2546241648789,17.9136171885915,28.0228344361806,0
"112","2",5,4,28,1,59.5095954520848,12.668591658921,42.5977263920015,0
"113","2",5,5,29,1,57.4990632546684,43.6764115708647,0,0
"114","2",5,6,30,1,45.2721034549197,27.020544739519,13.3128513726986,0
"115","2",6,1,31,1,49.7937817472586,44.7840657946555,43.982331581285,0
"116","2",6,2,32,1,44.2791731881249,18.1418565597031,21.6862199781954,0
"117","2",6,3,33,0,NA,NA,NA,NA
"118","2",6,4,34,0,NA,NA,NA,NA
"119","2",6,5,35,1,60.0659548057522,25.4051494992942,20.1959986765237,0
"120","2",6,6,36,1,49.0642280426158,24.5428027289118,0,0
"121","2",7,1,37,0,NA,NA,NA,NA
"122","2",7,2,38,1,61.1305190076019,18.4785471444665,21.0094969009041,0
"123","2",7,3,39,0,NA,NA,NA,NA
"124","2",7,4,40,1,51.1880859851351,28.4778587094068,43.939874389521,0
"125","2",7,5,41,0,NA,NA,NA,NA
"126","2",7,6,42,1,55.4607882368684,23.4293937272124,13.7664441970829,0
"127","2",8,1,43,1,60.1089493618055,30.0708034874213,35.8289164315884,1
"128","2",8,2,44,1,75.1847417946664,9.04441783175499,67.2507363472851,0
"129","2",8,3,45,1,55.6396666935113,9.18289492103323,0,1
"130","2",8,4,46,1,61.6000899947878,36.5800092473798,44.2827685025265,0
"131","2",8,5,47,1,55.47645864186,25.0223917729072,42.5540996983022,0
"132","2",8,6,48,1,82.352389910316,35.0707317801215,58.5627723847906,0
"133","2",9,1,49,1,72.5312337337625,23.3298125414385,25.2037838111012,1
"134","2",9,2,50,1,53.6879636524313,30.309945688581,32.5025755326886,1
"135","2",9,3,51,1,54.9467679418055,29.3914088786608,17.746925357165,1
"136","2",9,4,52,1,56.2153921699132,16.837674150433,30.4836374221688,1
"137","2",9,5,53,1,57.8346660337892,37.123270371104,29.043848444474,0
"138","2",9,6,54,1,49.6944720952645,33.4727900282649,0,0
"139","2",10,1,55,1,57.4440216681081,26.5835140383012,49.6303481564647,0
"140","2",10,2,56,1,48.1263601421069,24.679445882891,50.197915157663,1
"141","2",10,3,57,0,NA,NA,NA,NA
"142","2",10,4,58,0,NA,NA,NA,NA
"143","2",10,5,59,1,64.3553464603907,14.9124159721093,75.4935008206862,0
"144","2",10,6,60,1,49.6592488930397,41.8461043038307,19.9365283840853,0
"145","2",11,1,61,1,71.7490471190318,23.1498001155557,45.0339857460985,1
"146","2",11,2,62,1,54.1650900320905,7.54830521370051,27.3598744640876,0
"147","2",11,3,63,1,53.0716343981084,21.0676317715149,10.3061735272387,0
"148","2",11,4,64,0,NA,NA,NA,NA
"149","2",11,5,65,1,56.1834092687642,36.5130332596984,31.2335534962107,1
"150","2",11,6,66,1,54.8317854428839,29.8656519642625,43.2210913386284,0
"151","2",12,1,67,1,57.2858377146272,18.8496672265521,41.0445850611295,0
"152","2",12,2,68,1,61.8176373391579,9.4638592084633,32.3411134731789,0
"153","2",12,3,69,1,67.3548216801263,41.0985359526089,36.6952361219342,0
"154","2",12,4,70,1,60.4045438187011,24.5899017108587,33.928898030739,0
"155","2",12,5,71,1,68.3863565421993,18.9119975981003,21.0145736249832,0
"156","2",12,6,72,0,NA,NA,NA,NA
"157","2",13,1,73,1,21.3098323566072,34.0204549022052,0,1
"158","2",13,2,74,1,52.1223321053212,10.6378190089119,68.5026775905655,1
"159","2",13,3,75,1,63.3148074782849,21.4404048535655,35.6875769400071,0
"160","2",13,4,76,1,43.0399913535137,37.4204407756424,20.0357884884855,0
"161","2",13,5,77,1,44.9478127179251,30.4628714116803,40.7303479710025,0
"162","2",13,6,78,1,59.7604546841207,29.4515270636382,37.8191434476691,0
"163","2",14,1,79,0,NA,NA,NA,NA
"164","2",14,2,80,0,NA,NA,NA,NA
"165","2",14,3,81,0,NA,NA,NA,NA
"166","2",14,4,82,1,46.3855413230929,16.4280010799098,32.0667396954029,0
"167","2",14,5,83,0,NA,NA,NA,NA
"168","2",14,6,84,1,61.4247783946584,28.8915708010147,50.9726427554254,0
"169","3",1,1,1,1,81.931939244555,23.6145011965066,15.6931190021809,1
"170","3",1,2,2,0,NA,NA,NA,NA
"171","3",1,3,3,1,71.6640397620882,43.2274922689756,0,0
"172","3",1,4,4,1,77.3638086350242,38.5279023799161,23.6651135297675,0
"173","3",1,5,5,0,NA,NA,NA,NA
"174","3",1,6,6,0,NA,NA,NA,NA
"175","3",2,1,7,1,65.39187596594,39.0309704091021,0,0
"176","3",2,2,8,1,79.5876872277527,16.2665150564547,26.3442089201719,1
"177","3",2,3,9,0,NA,NA,NA,NA
"178","3",2,4,10,1,75.8222949079886,42.5285045069614,0,1
"179","3",2,5,11,1,62.9551454125529,32.1699124317192,40.9483469815385,0
"180","3",2,6,12,1,64.8704926194101,27.3901755142303,15.9294202501768,1
"181","3",3,1,13,1,59.4860539579764,22.9470996052606,31.5389057220371,0
"182","3",3,2,14,1,76.1189548831308,15.1245785462467,27.9452669153852,1
"183","3",3,3,15,0,NA,NA,NA,NA
"184","3",3,4,16,0,NA,NA,NA,NA
"185","3",3,5,17,1,52.0679067312394,40.249710247961,50.0462909072673,0
"186","3",3,6,18,0,NA,NA,NA,NA
"187","3",4,1,19,1,59.1624396745491,27.1954617879154,23.6151098425427,0
"188","3",4,2,20,0,NA,NA,NA,NA
"189","3",4,3,21,1,68.3554567412854,24.9345283004323,37.7912376920628,1
"190","3",4,4,22,0,NA,NA,NA,NA
"191","3",4,5,23,0,NA,NA,NA,NA
"192","3",4,6,24,1,85.185490035691,29.3142082556982,21.976802984908,0
"193","3",5,1,25,0,NA,NA,NA,NA
"194","3",5,2,26,0,NA,NA,NA,NA
"195","3",5,3,27,0,NA,NA,NA,NA
"196","3",5,4,28,1,80.6356614547574,29.4904870198153,0,1
"197","3",5,5,29,0,NA,NA,NA,NA
"198","3",5,6,30,1,44.6593365360753,36.3674431410418,47.7233395766266,0
"199","3",6,1,31,0,NA,NA,NA,NA
"200","3",6,2,32,1,59.5905465066228,0.23776962035388,0,0
"201","3",6,3,33,1,56.1723632396023,16.2466325003376,21.3344904533749,0
"202","3",6,4,34,1,50.4622887802543,33.0124978282347,38.6063825388219,0
"203","3",6,5,35,1,59.9351700071646,45.906382254555,20.6435979916581,1
"204","3",6,6,36,0,NA,NA,NA,NA
"205","3",7,1,37,0,NA,NA,NA,NA
"206","3",7,2,38,0,NA,NA,NA,NA
"207","3",7,3,39,0,NA,NA,NA,NA
"208","3",7,4,40,0,NA,NA,NA,NA
"209","3",7,5,41,1,75.1223075569529,32.8542025192849,29.4134889169924,1
"210","3",7,6,42,1,50.7023941587424,35.6024890703509,19.7760761128794,0
"211","3",8,1,43,1,66.6769399826627,39.0410251657561,43.8646578267039,1
"212","3",8,2,44,1,75.9361792949087,44.707645772831,16.5297550353847,0
"213","3",8,3,45,1,76.4189336616507,29.6384249066944,23.66352244734,1
"214","3",8,4,46,0,NA,NA,NA,NA
"215","3",8,5,47,1,49.7283217116071,8.30991840398821,17.0038853620278,1
"216","3",8,6,48,1,53.8236987702709,36.1209585950632,32.8709284388829,0
"217","3",9,1,49,1,55.030856435462,26.9577187737872,0,0
"218","3",9,2,50,1,46.3574519036831,14.3061885535335,19.3577017887706,1
"219","3",9,3,51,1,64.1569595413679,29.5250202321073,41.7157637096039,0
"220","3",9,4,52,1,78.3520757356485,32.7858473124189,28.0094368454933,1
"221","3",9,5,53,1,34.3163885284903,15.0906768165389,29.015846380243,0
"222","3",9,6,54,1,72.7773702318251,22.9852436130915,38.5452445353352,1
"223","3",10,1,55,1,61.2447756785647,29.7338521029372,15.2006112084742,0
"224","3",10,2,56,1,54.4471093617067,16.5180290462293,18.6484145596043,1
"225","3",10,3,57,1,72.9168212649741,28.5956459672119,0,1
"226","3",10,4,58,0,NA,NA,NA,NA
"227","3",10,5,59,1,64.8313240714731,44.0608617509002,30.164280638234,1
"228","3",10,6,60,0,NA,NA,NA,NA
"229","3",11,1,61,1,55.2183742011918,20.8566581636282,18.7745002933884,0
"230","3",11,2,62,1,44.2699067807158,45.6231745416422,28.9582611605867,1
"231","3",11,3,63,0,NA,NA,NA,NA
"232","3",11,4,64,1,61.8095831978755,10.6910085106369,0,0
"233","3",11,5,65,1,54.6225505426719,18.1934228463885,20.9384981533577,0
"234","3",11,6,66,1,37.7452861980119,20.1175025449887,0,1
"235","3",12,1,67,0,NA,NA,NA,NA
"236","3",12,2,68,1,57.0871806723717,22.8305902345365,26.9420120354981,0
"237","3",12,3,69,1,46.8489249334348,16.1452739549951,7.07168892630718,0
"238","3",12,4,70,1,92.284377405543,15.803759567701,42.1548679296944,1
"239","3",12,5,71,0,NA,NA,NA,NA
"240","3",12,6,72,0,NA,NA,NA,NA
"241","3",13,1,73,0,NA,NA,NA,NA
"242","3",13,2,74,1,76.2147974554666,27.8288473229479,25.5767693946548,0
"243","3",13,3,75,1,70.7546837929941,35.9115768072608,26.4108864108506,1
"244","3",13,4,76,0,NA,NA,NA,NA
"245","3",13,5,77,0,NA,NA,NA,NA
"246","3",13,6,78,1,71.1066501393398,52.7762197275724,0,1
"247","3",14,1,79,0,NA,NA,NA,NA
"248","3",14,2,80,1,55.8844418687386,36.7247376801195,15.5222077937731,1
"249","3",14,3,81,1,51.6526284297382,41.2395265966813,0,0
"250","3",14,4,82,1,61.6861440081848,30.9628510560914,31.1447309445023,0
"251","3",14,5,83,1,65.4365910694439,15.3115065048297,7.91939537795194,0
"252","3",14,6,84,1,70.9013938177598,24.1332160982148,22.9218301376541,0
"253","4",1,1,1,1,60.798904330414,29.3634900663034,19.068466650384,1
"254","4",1,2,2,1,71.7985881136366,18.6406739031913,0,1
"255","4",1,3,3,1,61.6179494736472,26.0766243101503,42.6846795110711,1
"256","4",1,4,4,1,69.526041079975,18.7748078177348,0,0
"257","4",1,5,5,1,67.6195425381627,29.5117851715117,44.9434872763832,0
"258","4",1,6,6,1,47.3887130673124,37.5790710179187,0,0
"259","4",2,1,7,1,63.4658534025819,16.9689692214354,50.3626483630039,1
"260","4",2,2,8,1,59.8924101167112,12.3623639457824,50.2147899001877,0
"261","4",2,3,9,1,55.8803768345268,17.4524171671807,0,0
"262","4",2,4,10,1,43.6095855248376,22.9174988649864,0,0
"263","4",2,5,11,1,61.5060275048318,16.8095431841104,54.0411855513516,1
"264","4",2,6,12,1,55.2149830032753,11.1796366536811,63.9171218000131,1
"265","4",3,1,13,1,50.1922077652588,41.4988137824207,0,0
"266","4",3,2,14,1,65.5201869575257,18.6418632798939,0,0
"267","4",3,3,15,1,66.3581424476469,33.5199582554483,0,0
"268","4",3,4,16,1,64.9330048460223,14.5314671697558,36.8724971004962,1
"269","4",3,5,17,1,23.1177164912124,19.8656433138891,0,0
"270","4",3,6,18,1,43.6824360319796,28.1663094704418,0,1
"271","4",4,1,19,1,65.6970618477556,22.3111965735156,0,0
"272","4",4,2,20,1,45.5062020068884,32.0332676420262,0,0
"273","4",4,3,21,1,59.3527135814107,29.0713775673953,0,0
"274","4",4,4,22,1,56.6451900962133,25.2313476644827,33.7844298779931,1
"275","4",4,5,23,1,67.7390655186941,21.4612970224795,25.1870548822702,0
"276","4",4,6,24,1,45.9257779799445,10.6711589100468,15.817375529004,0
"277","4",5,1,25,1,53.7566095921715,16.0322552986124,55.0433203927222,1
"278","4",5,2,26,1,58.589319025052,12.2989256671535,0,0
"279","4",5,3,27,1,69.7220913941282,22.3490399752908,0,0
"280","4",5,4,28,1,52.3216680015956,24.1219288844982,0,0
"281","4",5,5,29,1,57.9351099882396,30.4863621906634,55.1384082081282,1
"282","4",5,6,30,1,38.3360595524531,18.2013868707992,0,0
"283","4",6,1,31,1,62.0468383837581,15.4895036229427,0,0
"284","4",6,2,32,1,56.9320744974972,24.3300792170374,0,0
"285","4",6,3,33,1,62.1219261346266,21.1850947594114,30.6356897495866,0
"286","4",6,4,34,1,49.5221912448852,23.518879817622,46.397945880706,1
"287","4",6,5,35,1,74.6745174796906,49.3977069222379,0,1
"288","4",6,6,36,0,NA,NA,NA,NA
"289","4",7,1,37,1,55.903903010701,17.1831924203823,0,0
"290","4",7,2,38,1,53.1820879089068,32.6058665522436,41.6254211978311,1
"291","4",7,3,39,1,64.6058967199678,16.849549259876,0,1
"292","4",7,4,40,1,45.2288497374233,6.93507151365298,42.7083765567405,0
"293","4",7,5,41,1,56.867786887727,36.8637417923362,21.4913383514291,0
"294","4",7,6,42,1,61.345073206116,25.4788598528758,0,0
"295","4",8,1,43,0,NA,NA,NA,NA
"296","4",8,2,44,1,57.1828637222206,16.9377528686094,0,0
"297","4",8,3,45,1,47.3246132772762,36.4584945566899,22.426876640603,0
"298","4",8,4,46,1,71.5959674536467,25.9595819777824,54.8475565506334,0
"299","4",8,5,47,1,62.9090148524298,37.0077807931217,0,0
"300","4",8,6,48,1,33.7486311116989,27.5324814498621,0,0
"301","4",9,1,49,0,NA,NA,NA,NA
"302","4",9,2,50,1,57.0631291458384,15.3733462056243,0,0
"303","4",9,3,51,1,47.7143408817098,26.4624231857239,0,0
"304","4",9,4,52,1,50.1832104907224,13.4244331464721,0,0
"305","4",9,5,53,1,39.1845320251604,0,33.728895182677,0
"306","4",9,6,54,1,59.0846002443471,33.4500351810707,0,0
"307","4",10,1,55,1,34.7879603683291,38.3628009820106,0,0
"308","4",10,2,56,0,NA,NA,NA,NA
"309","4",10,3,57,1,59.9123453185437,26.7140509422038,37.3876788379558,0
"310","4",10,4,58,1,55.4508383684408,27.874482248193,0,0
"311","4",10,5,59,1,64.7603178922254,5.76236469629794,0,1
"312","4",10,6,60,1,55.0568152791684,14.236563060087,13.8866440936183,0
"313","4",11,1,61,1,82.1575672752249,17.4605584210163,0,0
"314","4",11,2,62,0,NA,NA,NA,NA
"315","4",11,3,63,1,72.9196320484932,27.6790438359472,50.3550437123848,0
"316","4",11,4,64,1,35.0766438963128,36.3819249026483,0,0
"317","4",11,5,65,1,41.5224405247881,39.7543417804441,42.8734052693116,1
"318","4",11,6,66,1,43.6339114599146,24.4036935314892,46.055344890837,0
"319","4",12,1,67,1,36.1968896905459,30.5175273586539,24.3135079437076,0
"320","4",12,2,68,1,72.2665641653134,21.32177071011,0,0
"321","4",12,3,69,1,66.8546778660599,25.6185746947878,36.5159162107951,1
"322","4",12,4,70,1,70.9054360055832,32.9911641724894,36.3500040317729,0
"323","4",12,5,71,1,47.1431807270075,28.7588396710639,27.8766007577057,0
"324","4",12,6,72,1,55.4774031442089,19.1290565680581,14.0833665285498,1
"325","4",13,1,73,1,67.872327917505,30.5893127192368,41.4579574836007,0
"326","4",13,2,74,1,67.1765954823459,32.5309361631474,0,1
"327","4",13,3,75,1,61.1718793073674,17.6706091364525,14.9006672941294,0
"328","4",13,4,76,1,56.3480085153081,29.1668836831908,0,0
"329","4",13,5,77,1,40.4801593567005,33.6005243370615,0,1
"330","4",13,6,78,1,58.1664723787832,32.1310624807023,0,1
"331","4",14,1,79,1,52.3083122460157,22.2694079428649,0,1
"332","4",14,2,80,1,46.5959431602428,32.3002909561582,0,0
"333","4",14,3,81,1,73.3641251925047,37.4399261104053,17.8400538034275,0
"334","4",14,4,82,1,46.0333931759247,14.0717900502263,0,0
"335","4",14,5,83,1,57.3647546969739,2.25852291773494,0,0
"336","4",14,6,84,1,60.642667102033,33.1590187667912,0,0
"337","5",1,1,1,1,61.0282178614431,16.3387423890966,83.6837400161569,1
"338","5",1,2,2,1,52.8220134715017,16.8728186984899,54.4180562168509,0
"339","5",1,3,3,1,72.0929444965905,31.968998147143,0,0
"340","5",1,4,4,0,NA,NA,NA,NA
"341","5",1,5,5,0,NA,NA,NA,NA
"342","5",1,6,6,1,49.644499146936,47.7865500207863,56.2558028807449,0
"343","5",2,1,7,0,NA,NA,NA,NA
"344","5",2,2,8,0,NA,NA,NA,NA
"345","5",2,3,9,1,47.2675921007439,28.9444378555046,0,0
"346","5",2,4,10,1,48.9126692191,25.8785733185859,0,1
"347","5",2,5,11,1,45.5511502301322,13.0103901680081,64.709891238495,1
"348","5",2,6,12,1,49.030783154749,26.3099493408006,78.8489006277406,0
"349","5",3,1,13,1,24.5126843944234,20.7004602557471,0,1
"350","5",3,2,14,1,52.5691961338415,14.2242489845182,60.2379976787322,0
"351","5",3,3,15,1,48.4507128305217,34.6176324923348,28.592887540306,1
"352","5",3,4,16,1,42.5052187077118,41.253627554131,55.0504751441185,1
"353","5",3,5,17,1,14.0413360458221,8.97648114659785,41.7849346268535,0
"354","5",3,6,18,1,43.4798078741341,35.6580828464998,46.7357255011861,0
"355","5",4,1,19,1,49.8328631735354,26.5333102457112,43.1094762880461,1
"356","5",4,2,20,1,47.5604315036921,29.6211022683732,51.0477621404878,0
"357","5",4,3,21,1,41.1099915694506,20.3381899987175,0,0
"358","5",4,4,22,1,52.2741041734113,29.3294689916314,0,1
"359","5",4,5,23,0,NA,NA,NA,NA
"360","5",4,6,24,1,56.8057332847418,42.5804533632272,21.402763212596,0
"361","5",5,1,25,1,58.3231492192258,40.1229605901192,71.9721140239565,1
"362","5",5,2,26,1,59.9048816598866,20.6069455918612,49.9739969372133,1
"363","5",5,3,27,1,58.0005159612917,13.060142315435,0,1
"364","5",5,4,28,0,NA,NA,NA,NA
"365","5",5,5,29,1,48.1149987780789,10.4433712934034,71.4246389105751,0
"366","5",5,6,30,1,63.3552411772464,29.7510156243011,68.1646077203927,0
"367","5",6,1,31,0,NA,NA,NA,NA
"368","5",6,2,32,1,52.5769571088355,36.4177515972401,0,0
"369","5",6,3,33,1,63.764517248364,34.0338738161297,65.6575542386013,1
"370","5",6,4,34,1,40.8922106144725,40.0209361095111,0,1
"371","5",6,5,35,0,NA,NA,NA,NA
"372","5",6,6,36,1,64.0324687485552,44.3537105676194,0,0
"373","5",7,1,37,0,NA,NA,NA,NA
"374","5",7,2,38,1,50.034340854453,11.8826899586899,0,1
"375","5",7,3,39,1,46.6542819495776,25.3722370956423,71.8240833698624,1
"376","5",7,4,40,0,NA,NA,NA,NA
"377","5",7,5,41,1,50.0394725053197,36.802861938012,0,0
"378","5",7,6,42,0,NA,NA,NA,NA
"379","5",8,1,43,1,40.2396954147723,16.4246368575757,57.479097520661,1
"380","5",8,2,44,0,NA,NA,NA,NA
"381","5",8,3,45,1,29.5837902079244,15.3277420515784,0,0
"382","5",8,4,46,1,53.3293992062054,35.7248208555669,0,1
"383","5",8,5,47,0,NA,NA,NA,NA
"384","5",8,6,48,1,32.3657490022786,27.2166266813196,0,1
"385","5",9,1,49,1,53.2306174605617,15.5247072215716,0,1
"386","5",9,2,50,1,52.3615914868966,17.700727406772,0,0
"387","5",9,3,51,0,NA,NA,NA,NA
"388","5",9,4,52,0,NA,NA,NA,NA
"389","5",9,5,53,1,68.0335598477046,19.1666739512337,47.8927110835943,1
"390","5",9,6,54,0,NA,NA,NA,NA
"391","5",10,1,55,1,65.2361121914701,39.036111437455,39.583361492552,0
"392","5",10,2,56,1,53.8265649672302,20.1063315414608,0,0
"393","5",10,3,57,1,54.2622438657875,7.18311283159185,84.5625684138029,1
"394","5",10,4,58,1,41.9375112555698,30.3838017071908,0,0
"395","5",10,5,59,1,80.7052497059601,24.7201775830301,0,0
"396","5",10,6,60,0,NA,NA,NA,NA
"397","5",11,1,61,1,42.4446503025831,17.3301649293823,0,0
"398","5",11,2,62,1,53.0033665159439,25.2096935075805,0,1
"399","5",11,3,63,1,53.3245228581633,23.7097660346675,0,1
"400","5",11,4,64,0,NA,NA,NA,NA
"401","5",11,5,65,1,37.4352658244386,21.9826849709636,0,1
"402","5",11,6,66,0,NA,NA,NA,NA
"403","5",12,1,67,1,67.3058800513882,14.8283500978598,51.8969206675708,1
"404","5",12,2,68,1,42.6193482803951,16.1115077873056,59.0290820925237,1
"405","5",12,3,69,0,NA,NA,NA,NA
"406","5",12,4,70,1,55.7370280075791,35.1344264377665,37.1516370911779,1
